Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,id
17,1950-08-01,229.0,Nice,Gap,Mountain,Raphaël Géminiani,FRA,689
18,1950-08-02,165.0,Gap,Briançon,Mountain,Louison Bobet,FRA,500
19,1950-08-03,291.0,Briançon,Saint-Étienne,Mountain,Raphaël Géminiani,FRA,689
20,1950-08-05,98.0,Saint-Étienne,Lyon,Time Trial,Ferdinand Kübler,SUI,211
21,1950-08-06,233.0,Lyon,Dijon,Flat,Gino Sciardis,FRA,289
22,1950-08-07,314.0,Dijon,Paris,Flat,Émile Baffert,FRA,864
1,1949-06-30,182.0,Paris,Reims,Flat,Marcel Dussault,FRA,536
2,1949-07-01,273.0,Reims,Brussels,Flat,Roger Lambrecht,BEL,734
3,1949-07-02,211.0,Brussels,Boulogne-sur-Mer,Flat,Norbert Callens,BEL,615
4,1949-07-03,185.0,Boulogne-sur-Mer,Rouen,Flat,Lucien Teisseire,FRA,510
5,1949-07-04,293.0,Rouen,Saint-Malo,Flat,Ferdinand Kübler,SUI,211
6,1949-07-05,305.0,Saint-Malo,Les Sables-d'Olonne,Flat,Adolphe Deledda,FRA,7
7,1949-07-07,92.0,Les Sables-d'Olonne,La Rochelle,Time Trial,Fausto Coppi,ITA,202
8,1949-07-08,262.0,La Rochelle,Bordeaux,Flat,Guy Lapébie,FRA,314
9,1949-07-09,228.0,Bordeaux,San Sebastián,Flat,Louis Caput,FRA,493
10,1949-07-10,192.0,San Sebastián,Pau,Flat,Fiorenzo Magni,ITA,219
11,1949-07-12,193.0,Pau,Luchon,Mountain,Jean Robic,FRA,379
12,1949-07-13,134.0,Luchon,Toulouse,Flat,Rik Van Steenbergen,BEL,716
13,1949-07-14,289.0,Toulouse,Nîmes,Flat,Emile Idée,FRA,171
14,1949-07-15,199.0,Nîmes,Marseille,Flat,Jean Goldschmidt,LUX,374
15,1949-07-16,215.0,Marseille,Cannes,Flat,Désiré Keteleer,BEL,153
16,1949-07-18,275.0,Cannes,Briançon,Mountain,Gino Bartali,ITA,288
17,1949-07-19,257.0,Briançon,Aosta,Mountain,Fausto Coppi,ITA,202
18,1949-07-21,265.0,Aosta,Lausanne,Mountain,Vincenzo Rossello,ITA,832
19,1949-07-22,283.0,Lausanne,Colmar,Mountain,Raphaël Géminiani,FRA,689
20,1949-07-23,137.0,Colmar,Nancy,Time Trial,Fausto Coppi,ITA,202
21,1949-07-24,340.0,Nancy,Paris,Flat,Rik Van Steenbergen,BEL,716
1,1948-06-30,237.0,Paris,Trouville,Flat,Gino Bartali,ITA,288
2,1948-07-01,259.0,Trouville,Dinard,Flat,Vincenzo Rossello,ITA,832
3,1948-07-02,251.0,Dinard,Nantes,Flat,Guy Lapébie,FRA,314
4,1948-07-03,166.0,Nantes,La Rochelle,Flat,Jacques Pras,FRA,351
5,1948-07-04,262.0,La Rochelle,Bordeaux,Flat,Raoul Remy,FRA,687
6,1948-07-05,244.0,Bordeaux,Biarritz,Flat,Louison Bobet,FRA,500
7,1948-07-07,219.0,Biarritz,Lourdes,Mountain,Gino Bartali,ITA,288
8,1948-07-08,261.0,Lourdes,Toulouse,Mountain,Gino Bartali,ITA,288
9,1948-07-10,246.0,Toulouse,Montpellier,Flat,Raymond Impanis,BEL,692
10,1948-07-11,248.0,Montpellier,Marseille,Flat,Raymond Impanis,BEL,692
11,1948-07-12,245.0,Marseille,Sanremo,Flat,Gino Sciardis,ITA,289
12,1948-07-13,170.0,Sanremo,Cannes,Mountain,Louison Bobet,FRA,500
13,1948-07-15,274.0,Cannes,Briançon,Mountain,Gino Bartali,ITA,288
14,1948-07-16,263.0,Briançon,Aix-les-Bains,Mountain,Gino Bartali,ITA,288
15,1948-07-18,256.0,Aix-les-Bains,Lausanne,Mountain,Gino Bartali,ITA,288
16,1948-07-19,243.0,Lausanne,Mulhouse,Mountain,Edward Van Dijck,BEL,164
17,1948-07-21,120.0,Mulhouse,Strasbourg,Time Trial,Roger Lambrecht,BEL,734
18,1948-07-22,195.0,Strasbourg,Metz,Flat,Giovanni Corrieri,ITA,292
19,1948-07-23,249.0,Metz,Liège,Flat,Gino Bartali,ITA,288
20,1948-07-24,228.0,Liège,Roubaix,Flat,Bernard Gauthier,FRA,73
21,1948-07-25,286.0,Roubaix,Paris,Flat,Giovanni Corrieri,ITA,292
1,1947-06-25,236.0,Paris,Lille,Flat,Ferdinand Kübler,SUI,211
2,1947-06-26,182.0,Lille,Brussels,Flat,René Vietto,FRA,710
3,1947-06-27,314.0,Brussels,Luxembourg City,Flat,Aldo Ronconi,ITA,21
4,1947-06-28,223.0,Luxembourg City,Strasbourg,Flat,Jean Robic,FRA,379
5,1947-06-29,248.0,Strasbourg,Besançon,Flat,Ferdinand Kübler,SUI,211
6,1947-07-01,249.0,Besançon,Lyon,Flat,Lucien Teisseire,FRA,510
7,1947-07-02,172.0,Lyon,Grenoble,Mountain,Jean Robic,FRA,379
8,1947-07-03,185.0,Grenoble,Briançon,Mountain,Fermo Camellini,ITA,213
9,1947-07-05,217.0,Briançon,Digne,Mountain,René Vietto,FRA,710
10,1947-07-06,255.0,Digne,Nice,Mountain,Fermo Camellini,ITA,213
11,1947-07-08,230.0,Nice,Marseille,Flat,Édouard Fachleitner,FRA,860
12,1947-07-09,165.0,Marseille,Montpellier,Flat,Henri Massal,FRA,326
13,1947-07-10,172.0,Montpellier,Carcassonne,Flat,Lucien Teisseire,FRA,510
14,1947-07-11,253.0,Carcassonne,Luchon,Mountain,Albert Bourlon,FRA,16
15,1947-07-13,195.0,Luchon,Pau,Mountain,Jean Robic,FRA,379
16,1947-07-14,195.0,Pau,Bordeaux,Flat,Giuseppe Tacca,ITA,299
17,1947-07-15,272.0,Bordeaux,Les Sables-d'Olonne,Flat,Éloi Tassin,FRA,863
18,1947-07-16,236.0,Les Sables-d'Olonne,Vannes,Flat,Pietro Tarchini,SUI,676
19,1947-07-18,139.0,Vannes,Saint-Brieuc,Time Trial,Raymond Impanis,BEL,692
20,1947-07-19,235.0,Saint-Brieuc,Caen,Flat,Maurice Diot,FRA,574
21,1947-07-20,257.0,Caen,Paris,Flat,Briek Schotte,BEL,92
1,1939-07-10,215.0,Paris,Caen,Flat,Amédée Fournier,FRA,35
2a,1939-07-11,64.0,Caen,Vire,Time Trial,Romain Maes,BEL,748
2b,1939-07-11,119.0,Vire,Rennes,Flat,Éloi Tassin,FRA,863
3,1939-07-12,244.0,Rennes,Brest,Flat,Pierre Cloarec,FRA,663
4,1939-07-13,174.0,Brest,Lorient,Flat,Raymond Louviot,FRA,693
5,1939-07-14,207.0,Lorient,Nantes,Flat,Amédée Fournier,FRA,35
6a,1939-07-15,144.0,Nantes,La Rochelle,Flat,Lucien Storme,BEL,509
6b,1939-07-15,107.0,La Rochelle,Royan,Flat,Edmond Pagès,FRA,160
7,1939-07-17,198.0,Royan,Bordeaux,Flat,Raymond Passat,FRA,696
8a,1939-07-18,210.0,Bordeaux,Salies-de-Béarn,Flat,Marcel Kint,BEL,540
8b,1939-07-18,69.0,Salies-de-Béarn,Pau,Time Trial,Karl Litschi,SUI,463
9,1939-07-19,311.0,Pau,Toulouse,Mountain,Edward Vissers,BEL,165
10a,1939-07-21,149.0,Toulouse,Narbonne,Flat,Pierre Jaminet,FRA,665
10b,1939-07-21,27.0,Narbonne,Béziers,Time Trial,Maurice Archambaud,FRA,570
10c,1939-07-21,70.0,Béziers,Montpellier,Flat,Maurice Archambaud,FRA,570
11,1939-07-22,212.0,Montpellier,Marseille,Flat,Fabien Galateau,FRA,193
12a,1939-07-23,157.0,Marseille,Saint-Raphaël,Flat,François Neuens,LUX,240
12b,1939-07-23,122.0,Saint-Raphaël,Monaco,Flat,Maurice Archambaud,FRA,570
13,1939-07-24,101.0,Monaco,Monaco,Mountain,Pierre Gallien,FRA,664
14,1939-07-25,175.0,Monaco,Digne,Flat,Pierre Cloarec,FRA,663
15,1939-07-26,219.0,Digne,Briançon,Mountain,Sylvère Maes,BEL,794
16a,1939-07-27,126.0,Briançon,Briançon,Mountain,Pierre Jaminet,FRA,665
16b,1939-07-27,64.0,Bonneval,Bourg-Saint-Maurice,Time Trial,Sylvère Maes,BEL,794
16c,1939-07-27,104.0,Bourg-Saint-Maurice,Annecy,Flat,Antoon van Schendel,NED,52
17a,1939-07-29,226.0,Annecy,Dôle,Mountain,François Neuens,LUX,240
17b,1939-07-29,59.0,Dôle,Dijon,Time Trial,Maurice Archambaud,FRA,570
18a,1939-07-30,151.0,Dijon,Troyes,Flat,René Le Grevès,FRA,704
18b,1939-07-30,201.0,Troyes,Paris,Flat,Marcel Kint,BEL,540
1,1938-07-05,215.0,Paris,Caen,Flat,Willi Oberbeck,GER,843
2,1938-07-06,237.0,Caen,Saint-Brieuc,Flat,Jean Majerus,LUX,377
3,1938-07-07,238.0,Saint-Brieuc,Nantes,Flat,Gerrit Schulte,NED,273
4a,1938-07-08,62.0,Nantes,La Roche-sur-Yon,Flat,Éloi Meulenberg,BEL,862
4b,1938-07-08,83.0,La Roche-sur-Yon,La Rochelle,Flat,Éloi Meulenberg,BEL,862
4c,1938-07-08,83.0,La Rochelle,Royan,Flat,Félicien Vervaecke,BEL,249
5,1938-07-10,198.0,Royan,Bordeaux,Flat,Éloi Meulenberg,BEL,862
6a,1938-07-11,53.0,Bordeaux,Arcachon,Flat,Jules Rossi,ITA,450
6b,1938-07-11,171.0,Arcachon,Bayonne,Flat,Glauco Servadei,ITA,300
7,1938-07-12,115.0,Bayonne,Pau,Flat,Theo Middelkamp,NED,801
8,1938-07-14,193.0,Pau,Luchon,Mountain,Félicien Vervaecke,BEL,249
9,1938-07-16,260.0,Luchon,Perpignan,Mountain,Jean Fréchaut,FRA,372
10a,1938-07-17,63.0,Perpignan,Narbonne,Flat,Antoon van Schendel,NED,52
10b,1938-07-17,27.0,Narbonne,Béziers,Time Trial,Félicien Vervaecke,BEL,249
10c,1938-07-17,73.0,Béziers,Montpellier,Flat,Antonin Magne,FRA,47
11,1938-07-18,223.0,Montpellier,Marseille,Flat,Gino Bartali,ITA,288
12,1938-07-19,199.0,Marseille,Cannes,Flat,Jean Fréchaut,FRA,372
13,1938-07-21,284.0,Cannes,Digne,Mountain,Dante Gianello,FRA,134
14,1938-07-22,219.0,Digne,Briançon,Mountain,Gino Bartali,ITA,288
15,1938-07-23,311.0,Briançon,Aix-les-Bains,Mountain,Marcel Kint,BEL,540
16,1938-07-25,284.0,Aix-les-Bains,Besançon,Mountain,Marcel Kint,BEL,540
17a,1938-07-26,89.0,Besançon,Belfort,Flat,Émile Masson Jr.,BEL,866
17b,1938-07-26,143.0,Belfort,Strasbourg,Flat,Jean Fréchaut,FRA,372
18,1938-07-27,186.0,Strasbourg,Metz,Flat,Marcel Kint,BEL,540
19,1938-07-28,196.0,Metz,Reims,Flat,Fabien Galateau,FRA,193
20a,1938-07-30,48.0,Reims,Laon,Flat,Glauco Servadei,ITA,300
20b,1938-07-30,42.0,Laon,Saint-Quentin,Time Trial,Félicien Vervaecke,BEL,249
20c,1938-07-30,107.0,Saint-Quentin,Lille,Flat,François Neuville,BEL,241
21,1938-07-31,279.0,Lille,Paris,Flat,Antonin Magne André Leducq,NA,48
1,1937-06-30,263.0,Paris,Lille,Flat,Jean Majerus,LUX,377
2,1937-07-01,192.0,Lille,Charleville,Flat,Maurice Archambaud,FRA,570
3,1937-07-02,161.0,Charleville,Metz,Flat,Walter Generati,ITA,836
4,1937-07-03,220.0,Metz,Belfort,Mountain,Erich Bautz,GER,179
5a,1937-07-04,175.0,Belfort,Lons-le-Saunier,Flat,Henri Puppo,FRA,328
5b,1937-07-04,34.0,Lons-le-Saunier,Champagnole,Time Trial,Sylvère Maes,BEL,794
5c,1937-07-04,93.0,Champagnole,Geneva,Flat,Leo Amberg,SUI,482
6,1937-07-06,180.0,Geneva,Aix-les-Bains,Mountain,Gustaaf Deloor,BEL,310
7,1937-07-07,228.0,Aix-les-Bains,Grenoble,Mountain,Gino Bartali,ITA,288
8,1937-07-08,194.0,Grenoble,Briançon,Mountain,Otto Weckerling,GER,628
9,1937-07-09,220.0,Briançon,Digne,Mountain,Roger Lapébie,FRA,735
10,1937-07-11,251.0,Digne,Nice,Mountain,Félicien Vervaecke,BEL,249
11a,1937-07-13,169.0,Nice,Toulon,Flat,Eloi Meulenberg,BEL,167
11b,1937-07-13,65.0,Toulon,Marseille,Time Trial,Gustaaf Danneels,BEL,309
12a,1937-07-14,112.0,Marseille,Nîmes,Flat,Alphonse Antoine,FRA,33
12b,1937-07-14,51.0,Nîmes,Montpellier,Flat,René Pedroli,SUI,707
13a,1937-07-15,103.0,Montpellier,Narbonne,Flat,Francesco Camusso,ITA,224
13b,1937-07-15,63.0,Narbonne,Perpignan,Flat,Eloi Meulenberg,BEL,167
14a,1937-07-17,99.0,Perpignan,Bourg-Madame,Flat,Eloi Meulenberg,BEL,167
14b,1937-07-17,59.0,Bourg-Madame,Ax-les-Thermes,Mountain,Mariano Canardo,ESP,549
14c,1937-07-17,167.0,Ax-les-Thermes,Luchon,Mountain,Eloi Meulenberg,BEL,167
15,1937-07-19,194.0,Luchon,Pau,Mountain,Julian Berrendero,ESP,451
16,1937-07-21,235.0,Pau,Bordeaux,Flat,Paul Chocque,FRA,641
17a,1937-07-22,123.0,Bordeaux,Royan,Flat,Erich Bautz,GER,179
17b,1937-07-22,37.0,Royan,Saintes,Flat,Adolph Braeckeveldt Heinz Wengler,NA,6
17c,1937-07-22,67.0,Saintes,La Rochelle,Flat,Roger Lapébie,FRA,735
18a,1937-07-23,82.0,La Rochelle,La Roche-sur-Yon,Time Trial,Roger Lapébie,FRA,735
18b,1937-07-23,172.0,La Roche-sur-Yon,Rennes,Flat,Paul Chocque,FRA,641
19a,1937-07-24,114.0,Rennes,Vire,Flat,Raymond Passat,FRA,696
19b,1937-07-24,59.0,Vire,Caen,Time Trial,Leo Amberg,SUI,482
20,1937-07-25,234.0,Caen,Paris,Flat,Edward Vissers,BEL,165
1,1936-07-07,258.0,Paris,Lille,Flat,Paul Egli,SUI,643
2,1936-07-08,192.0,Lille,Charleville,Flat,Robert Wierinckx,BEL,728
3,1936-07-09,161.0,Charleville,Metz,Flat,Mathias Clemens,LUX,565
4,1936-07-10,220.0,Metz,Belfort,Mountain,Maurice Archambaud,FRA,570
5,1936-07-11,298.0,Belfort,Évian-les-Bains,Flat,René Le Grèves,FRA,705
6,1936-07-13,212.0,Évian-les-Bains,Aix-les-Bains,Mountain,Éloi Meulenberg,BEL,862
7,1936-07-14,230.0,Aix-les-Bains,Grenoble,Mountain,Theo Middelkamp,NED,801
8,1936-07-15,194.0,Grenoble,Briançon,Mountain,Jean-Marie Goasmat,FRA,387
9,1936-07-16,220.0,Briançon,Digne,Mountain,Léon Level,FRA,522
10,1936-07-18,156.0,Digne,Nice,Flat,Paul Maye,FRA,646
11,1936-07-19,126.0,Nice,Cannes,Mountain,Federico Ezquerra,ESP,205
12,1936-07-21,195.0,Cannes,Marseille,Flat,René Le Grevès,FRA,704
13a,1936-07-22,112.0,Marseille,Nîmes,Flat,René Le Grevès,FRA,704
13b,1936-07-22,52.0,Nîmes,Montpellier,Time Trial,Sylvère Maes,BEL,794
14a,1936-07-23,103.0,Montpellier,Narbonne,Flat,René Le Grevès,FRA,704
14b,1936-07-23,63.0,Narbonne,Perpignan,Time Trial,Sylvère Maes,BEL,794
15,1936-07-25,325.0,Perpignan,Luchon,Mountain,Sauveur Ducazeaux,FRA,766
16,1936-07-27,194.0,Luchon,Pau,Mountain,Sylvère Maes,BEL,794
17,1936-07-29,229.0,Pau,Bordeaux,Flat,René Le Grevès,FRA,704
18a,1936-07-30,117.0,Bordeaux,Saintes,Flat,Éloi Meulenberg,BEL,862
18b,1936-07-30,75.0,Saintes,La Rochelle,Time Trial,Sylvère Maes,BEL,794
19a,1936-07-31,81.0,La Rochelle,La Roche-sur-Yon,Flat,Marcel Kint,BEL,540
19b,1936-07-31,65.0,La Roche-sur-Yon,Cholet,Time Trial,Félicien Vervaecke,BEL,249
19c,1936-07-31,67.0,Cholet,Angers,Flat,Paul Maye,FRA,646
20a,1936-08-01,204.0,Angers,Vire,Flat,René Le Grevès,FRA,704
20b,1936-08-01,55.0,Vire,Caen,Time Trial,Antonin Magne,FRA,47
21,1936-08-02,234.0,Caen,Paris,Flat,Arsène Mersch,LUX,59
1,1935-07-04,262.0,Paris,Lille,Flat,Romain Maes,BEL,748
2,1935-07-05,192.0,Lille,Charleville,Flat,Charles Pélissier,FRA,104
3,1935-07-06,161.0,Charleville,Metz,Flat,Rafaele di Paco,ITA,683
4,1935-07-07,220.0,Metz,Belfort,Mountain,Jean Aerts,BEL,364
5a,1935-07-08,262.0,Belfort,"Geneva, Switzerland",Flat,Maurice Archambaud,FRA,570
5b,1935-07-08,58.0,Geneva,Evian,Time Trial,Rafaele di Paco,ITA,683
6,1935-07-10,207.0,Evian,Aix-les-Bains,Mountain,René Vietto,FRA,710
7,1935-07-11,229.0,Aix-les-Bains,Grenoble,Mountain,Francesco Camusso,ITA,224
8,1935-07-12,102.0,Grenoble,Gap,Mountain,Jean Aerts,BEL,364
9,1935-07-13,227.0,Gap,Digne,Mountain,René Vietto,FRA,710
10,1935-07-14,156.0,Digne,Nice,Flat,Jean Aerts,BEL,364
11,1935-07-16,126.0,Nice,Cannes,Mountain,Romain Maes,BEL,748
12,1935-07-17,195.0,Cannes,Marseille,Flat,Charles Pélissier,FRA,104
13a,1935-07-18,112.0,Marseille,Nîmes,Flat,Vasco Bergamaschi,ITA,823
13b,1935-07-18,56.0,Nîmes,Montpellier,Time Trial,Georges Speicher,FRA,266
14a,1935-07-19,103.0,Montpellier,Narbonne,Flat,René Le Grevès,FRA,704
14b,1935-07-19,63.0,Narbonne,Perpignan,Time Trial,Maurice Archambaud,FRA,570
15,1935-07-20,325.0,Perpignan,Luchon,Mountain,Sylvère Maes,BEL,794
16,1935-07-22,194.0,Luchon,Pau,Mountain,Ambrogio Morelli,ITA,34
17,1935-07-24,224.0,Pau,Bordeaux,Flat,Julien Moineau,FRA,453
18a,1935-07-25,158.0,Bordeaux,Rochefort,Flat,René Le Grevès,FRA,704
18b,1935-07-25,33.0,Rochefort,La Rochelle,Time Trial,André Leducq,FRA,43
19a,1935-07-26,81.0,La Rochelle,La Roche sur Yon,Flat,René Le Grevès,FRA,704
19b,1935-07-26,95.0,La Roche sur Yon,Nantes,Time Trial,Jean Aerts,BEL,364
20a,1935-07-27,220.0,Nantes,Vire,Flat,René Le Grevès,FRA,704
20b,1935-07-27,55.0,Vire,Caen,Time Trial,Ambrogio Morelli,ITA,34
21,1935-07-28,221.0,Caen,Paris,Flat,Romain Maes,BEL,748
1,1934-07-03,262.0,Paris,Lille,Flat,Georges Speicher,FRA,266
2,1934-07-04,192.0,Lille,Charleville,Flat,René Le Grevès,FRA,704
3,1934-07-05,161.0,Charleville,Metz,Flat,Roger Lapébie,FRA,735
4,1934-07-06,220.0,Metz,Belfort,Mountain,Roger Lapébie,FRA,735
5,1934-07-07,293.0,Belfort,Evian,Flat,Other,NA,626
6,1934-07-09,207.0,Evian,Aix-les-Bains,Mountain,Georges Speicher,FRA,266
7,1934-07-10,229.0,Aix-les-Bains,Grenoble,Mountain,René Vietto,FRA,710
8,1934-07-11,102.0,Grenoble,Gap,Mountain,Giuseppe Martano,ITA,298
9,1934-07-12,227.0,Gap,Digne,Mountain,René Vietto,FRA,710
10,1934-07-13,156.0,Digne,Nice,Flat,René Le Grevès,FRA,704
11,1934-07-15,126.0,Nice,Cannes,Mountain,René Vietto,FRA,710
12,1934-07-16,195.0,Cannes,Marseille,Flat,Roger Lapébie,FRA,735
13,1934-07-17,172.0,Marseille,Montpellier,Flat,Georges Speicher,FRA,266
14,1934-07-18,177.0,Montpellier,Perpignan,Flat,Roger Lapébie,FRA,735
15,1934-07-20,158.0,Perpignan,Ax-les-Thermes,Flat,Roger Lapébie,FRA,735
16,1934-07-21,165.0,Ax-les-Thermes,Luchon,Mountain,Adriano Vignoli,ITA,9
17,1934-07-22,91.0,Luchon,Tarbes,Mountain,Antonin Magne,FRA,47
18,1934-07-23,172.0,Tarbes,Pau,Mountain,René Vietto,FRA,710
19,1934-07-25,215.0,Pau,Bordeaux,Flat,Ettore Meini,ITA,188
20,1934-07-26,183.0,Bordeaux,La Rochelle,Flat,Georges Speicher,FRA,266
21a,1934-07-27,81.0,La Rochelle,La Roche sur Yon,Flat,René Le Grevès,FRA,704
21b,1934-07-27,90.0,La Roche sur Yon,Nantes,Time Trial,Antonin Magne,FRA,47
22,1934-07-28,275.0,Nantes,Caen,Flat,Raymond Louviot,FRA,693
23,1934-07-29,221.0,Caen,Paris,Flat,Sylvère Maes,BEL,794
1,1933-06-27,262.0,Paris,Lille,Flat,Maurice Archambaud,FRA,570
2,1933-06-28,192.0,Lille,Charleville,Flat,Learco Guerra,ITA,481
3,1933-06-29,166.0,Charleville,Metz,Flat,Alfons Schepers,BEL,29
4,1933-06-30,220.0,Metz,Belfort,Mountain,Jean Aerts,BEL,364
5,1933-07-01,293.0,Belfort,Evian,Mountain,Léon Louyet,BEL,523
6,1933-07-03,207.0,Evian,Aix-les-Bains,Mountain,Learco Guerra,ITA,481
7,1933-07-04,229.0,Aix-les-Bains,Grenoble,Mountain,Learco Guerra,ITA,481
8,1933-07-05,102.0,Grenoble,Gap,Mountain,Georges Speicher,FRA,266
9,1933-07-06,227.0,Gap,Digne,Mountain,Georges Speicher,FRA,266
10,1933-07-07,156.0,Digne,Nice,Flat,Fernand Cornez,FRA,214
11,1933-07-09,128.0,Nice,Cannes,Mountain,Maurice Archambaud,FRA,570
12,1933-07-10,208.0,Cannes,Marseille,Flat,Georges Speicher,FRA,266
13,1933-07-11,168.0,Marseille,Montpellier,Flat,André Leducq,FRA,43
14,1933-07-12,166.0,Montpellier,Perpignan,Flat,André Leducq,FRA,43
15,1933-07-14,158.0,Perpignan,Ax-les-Thermes,Mountain,Jean Aerts,BEL,364
16,1933-07-15,165.0,Ax-les-Thermes,Luchon,Mountain,Léon Louyet,BEL,523
17,1933-07-16,91.0,Luchon,Tarbes,Mountain,Jean Aerts,BEL,364
18,1933-07-17,185.0,Tarbes,Pau,Mountain,Learco Guerra,ITA,481
19,1933-07-19,233.0,Pau,Bordeaux,Flat,Jean Aerts,BEL,364
20,1933-07-20,183.0,Bordeaux,La Rochelle,Flat,Jean Aerts,BEL,364
21,1933-07-21,266.0,La Rochelle,Rennes,Flat,Jean Aerts,BEL,364
22,1933-07-22,169.0,Rennes,Caen,Flat,René Le Grevès,FRA,704
23,1933-07-23,222.0,Caen,Paris,Flat,Learco Guerra,ITA,481
1,1932-07-06,208.0,Paris,Caen,Flat,Jean Aerts,BEL,364
2,1932-07-07,300.0,Caen,Nantes,Flat,Kurt Stöpel,GER,471
3,1932-07-09,387.0,Nantes,Bordeaux,Flat,André Leducq,FRA,43
4,1932-07-11,206.0,Bordeaux,Pau,Flat,Georges Ronsse,BEL,265
5,1932-07-12,229.0,Pau,Luchon,Mountain,Antonio Pesenti,ITA,51
6,1932-07-14,322.0,Luchon,Perpignan,Mountain,Frans Bonduel,BEL,234
7,1932-07-16,168.0,Perpignan,Montpellier,Flat,Frans Bonduel,BEL,234
8,1932-07-17,206.0,Montpellier,Marseille,Flat,Michele Orecchia,ITA,594
9,1932-07-18,191.0,Marseille,Cannes,Flat,Rafaele di Paco,ITA,683
10,1932-07-19,132.0,Cannes,Nice,Mountain,Francesco Camusso,ITA,224
11,1932-07-21,233.0,Nice,Gap,Mountain,André Leducq,FRA,43
12,1932-07-22,102.0,Gap,Grenoble,Mountain,Roger Lapébie,FRA,735
13,1932-07-23,230.0,Grenoble,Aix-les-Bains,Mountain,André Leducq,FRA,43
14,1932-07-24,204.0,Aix-les-Bains,Evian,Mountain,Rafaele di Paco,ITA,683
15,1932-07-25,291.0,Evian,Belfort,Mountain,André Leducq,FRA,43
16,1932-07-26,145.0,Belfort,Strasbourg,Flat,Gérard Loncke,BEL,315
17,1932-07-27,165.0,Strasbourg,Metz,Flat,Rafaele di Paco,ITA,683
18,1932-07-28,159.0,Metz,Charleville,Flat,Rafaele di Paco,ITA,683
19,1932-07-29,271.0,Charleville,Malo-les-Bains,Flat,Gaston Rebry,BEL,255
20,1932-07-30,212.0,Malo-les-Bains,Amiens,Flat,André Leducq,FRA,43
21,1932-07-31,159.0,Amiens,Paris,Flat,André Leducq,FRA,43
1,1931-06-30,208.0,Paris,Caen,Flat,Alfred Haemerlinck,BEL,30
2,1931-07-01,212.0,Caen,Dinan,Flat,Max Bulla,AUT,582
3,1931-07-02,206.0,Dinan,Brest,Flat,Fabio Battesini,ITA,196
4,1931-07-03,211.0,Brest,Vannes,Flat,André Godinat,FRA,40
5,1931-07-04,202.0,Vannes,Les Sables d'Olonne,Flat,Charles Pélissier,FRA,104
6,1931-07-05,338.0,Les Sables d'Olonne,Bordeaux,Flat,Alfred Haemerlinck,BEL,30
7,1931-07-06,180.0,Bordeaux,Bayonne,Flat,Gérard Loncke,BEL,315
8,1931-07-07,106.0,Bayonne,Pau,Flat,Charles Pélissier,FRA,104
9,1931-07-08,231.0,Pau,Luchon,Mountain,Antonin Magne,FRA,47
10,1931-07-10,322.0,Luchon,Perpignan,Mountain,Rafaele di Paco,ITA,683
11,1931-07-12,164.0,Perpignan,Montpellier,Flat,Rafaele di Paco,ITA,683
12,1931-07-13,207.0,Montpellier,Marseille,Flat,Max Bulla,AUT,582
13,1931-07-14,181.0,Marseille,Cannes,Flat,Charles Pélissier,FRA,104
14,1931-07-15,132.0,Cannes,Nice,Mountain,Eugenio Gestri,ITA,189
15,1931-07-17,233.0,Nice,Gap,Mountain,Jef Demuysere,BEL,393
16,1931-07-18,102.0,Gap,Grenoble,Mountain,Charles Pélissier,FRA,104
17,1931-07-19,230.0,Grenoble,Aix-les-Bains,Mountain,Max Bulla,AUT,582
18,1931-07-20,204.0,Aix-les-Bains,Evian,Mountain,Jef Demuysere,BEL,393
19,1931-07-21,282.0,Evian,Belfort,Mountain,Rafaele di Paco,ITA,683
20,1931-07-22,209.0,Belfort,Colmar,Mountain,André Leducq,FRA,43
21,1931-07-23,192.0,Colmar,Metz,Flat,Rafaele di Paco,ITA,683
22,1931-07-24,159.0,Metz,Charleville,Flat,Raffaele di Paco,ITA,685
23,1931-07-25,271.0,Charleville,Malo-les-Bains,Flat,Gaston Rebry,BEL,255
24,1931-07-26,313.0,Malo-les-Bains,Paris,Flat,Charles Pélissier,FRA,104
1,1930-07-02,206.0,Paris,Caen,Flat,Charles Pélissier,FRA,104
2,1930-07-03,203.0,Caen,Dinan,Flat,Learco Guerra,ITA,481
3,1930-07-04,206.0,Dinan,Brest,Flat,Charles Pélissier,FRA,104
4,1930-07-05,210.0,Brest,Vannes,Flat,Omer Taverne,BEL,623
5,1930-07-06,202.0,Vannes,Les Sables d'Olonne,Flat,André Leducq,FRA,43
6,1930-07-07,285.0,Les Sables d'Olonne,Bordeaux,Flat,Jean Aerts,BEL,364
7,1930-07-08,222.0,Bordeaux,Hendaye,Flat,Jules Merviel,FRA,449
8,1930-07-09,146.0,Hendaye,Pau,Flat,Alfredo Binda,ITA,31
9,1930-07-10,231.0,Pau,Luchon,Mountain,Alfredo Binda,ITA,31
10,1930-07-12,322.0,Luchon,Perpignan,Mountain,Charles Pélissier,FRA,104
11,1930-07-14,164.0,Perpignan,Montpellier,Flat,Charles Pélissier,FRA,104
12,1930-07-15,209.0,Montpellier,Marseille,Flat,Antonin Magne,FRA,47
13,1930-07-16,181.0,Marseille,Cannes,Flat,Learco Guerra,ITA,481
14,1930-07-17,132.0,Cannes,Nice,Mountain,Louis Peglion,FRA,497
15,1930-07-19,333.0,Nice,Grenoble,Mountain,Learco Guerra,ITA,481
